HCPCS_Cd,HCPCS_Desc,Provider_Count,Service_Records,Total_Beneficiaries,Total_Services,Avg_Medicare_Payment,Avg_Submitted_Charge,Avg_Allowed_Amount
93971,Ultrasound study of one arm or leg veins with compression and maneuvers,760,765,37965,43317,35.32708212166144,204.12286862381308,47.70195211432026
J1642,"Injection, heparin sodium, (heparin lock flush), per 10 units",6,6,169,42837,0.011666097733333334,1.0013033051833333,0.015143986983333335
99152,"Use of a drug to induce depression of consciousness by physician performing a procedure (5 years or older), initial 15 minutes",569,571,36240,42025,13.792533464146059,110.33239362087741,17.36258000128879
97161,"Evaluation for physical therapy, typically 20 minutes",993,993,38803,41914,74.35159641243102,180.64334847471298,101.85815197140181
96375,Injection of additional new drug or substance into vein,170,170,8236,41867,12.496522100288825,78.1184066096353,15.806315046929411
J1306,"Injection, inclisiran, 1 mg",5,5,127,41752,9.74041950378,19.1660192942,12.2354741356
86038,Screening test for autoimmune disorder,26,26,37185,41712,11.907144733884614,50.010323859653845,11.907144733884614
88313,Special stained specimen slides to examine tissue including interpretation and report,210,211,16115,41705,20.148215568562563,89.82776518655452,25.41312067363033
72148,Mri scan of lower spinal canal without contrast,554,559,39467,41648,84.38357769208945,795.1867292797084,111.62564910627192
71275,Ct scan of blood vessels of chest with contrast,598,601,41036,41635,75.74117343762563,536.8938285209933,100.20853594719966
86140,Measurement c-reactive protein for detection of infection or inflammation,121,121,26642,41272,5.089801869207438,28.142570449192565,5.089801869207438
J0642,"Injection, levoleucovorin (khapzory), 0.5 mg",1,1,14,41100,1.1570145985,5.0,1.4499002433
80076,Liver function blood test panel,109,109,26999,40544,8.04329452627156,36.00440569496055,8.04329452627156
84450,"Liver enzyme (sgot), level",64,64,20835,40537,5.1005485625015625,21.07198346812656,5.1005485625015625
J7336,"Capsaicin 8% patch, per square centimeter",1,1,27,40440,2.5456162216,7.1821958457,3.2042772008
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g., liquid), 500 mg",4,4,107,40232,35.6060588785,119.3765309,44.71876103175
90833,"Psychotherapy with evaluation and management visit, 30 minutes",213,213,10287,40035,48.246603179436626,132.8549712331925,64.29515987734742
78452,Nuclear medicine studies of heart muscle at rest and with stress and spect,545,548,39252,40003,164.53550483315874,727.9093270339563,211.48668937441607
88185,"Flow cytometry technique for dna or cell analysis, each additional marker",17,17,1538,39685,16.918711201764705,128.1960525302941,21.293674719294117
99335,"Established patient custodial care facility, group care, or assisted living visit, typically 25 minutes",228,228,12511,39416,61.872139791460526,177.05961910135088,85.7727871008728
72125,Ct scan of upper spine without contrast,512,512,38102,38681,39.14081434049414,307.5700901647031,51.93866167177539
99238,"Hospital discharge day management, 30 minutes or less",918,918,35758,38124,55.45502964630174,208.0897607279096,70.28407025977887
80069,Kidney function blood test panel,41,41,20309,37582,8.551452155036586,39.72023960309756,8.551452155036586
87186,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral), microdilution or agar dilution",75,75,11794,37288,8.4949169662,30.488432722214668,8.4949169662
97113,"Therapy procedure using water pool to exercises, each 15 minutes",70,70,2036,36884,22.727952539857142,70.19360332314285,29.412385547085712
99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",110,110,6451,36833,42.533227819209095,125.20091860948182,55.15712746512727
87481,"Detection test for candida species (yeast), amplified probe technique",48,48,8044,36705,34.67727714735417,114.9617956964375,34.67727714735417
77300,Calculation of radiation therapy dose,175,177,8536,36073,32.51928428713559,177.54559788264405,40.775230665288134
73560,"X-ray of knee, 1-2 views",656,657,27982,35555,13.061613872314917,67.18385656080213,17.835885555385694
96365,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",267,267,12439,35378,51.12255143652435,232.90787404264793,66.18385123893633
93296,"Evaluation of single, dual, multiple lead or leadless pacemaker system or implantable defibrillator system, remote up to 90 days",139,139,17476,35257,16.7213647982518,93.41098146451797,23.510283147431657
83550,Iron binding capacity,189,189,24642,35223,8.587006089008465,30.798873427628042,8.587006089008465
87804,Detection test by immunoassay with direct visual observation for influenza virus,574,574,17830,35027,16.20189784243432,41.83808632578746,16.20189784243432
97162,"Evaluation for physical therapy, typically 30 minutes",1006,1006,32608,35002,73.79944622339661,177.32420095375645,100.66145408883399
J0153,"Injection, adenosine, 1 mg (not to be used to report any adenosine phosphate compounds)",10,10,873,34834,0.36821084046,5.68174005965,0.46101332553
G0009,Administration of pneumococcal vaccine,1382,1382,34576,34719,28.173121938951738,46.256435306061434,28.173121938951738
G0103,Prostate cancer screening; prostate specific antigen test (psa),211,211,34657,34657,18.991651890682466,64.64944463052606,18.991651890682466
69210,Removal of impacted ear wax,431,432,26676,34551,30.714759867780092,123.09923550895371,44.16150211719213
00811,Anesthesia for other procedure on large bowel using an endoscope,916,916,34333,34491,80.65724342213318,961.3246245284814,102.63400320570088
99349,"Established patient home visit, typically 40 minutes",234,234,12550,34248,83.34359239818802,247.23535579858972,113.0964257763205
92557,Comprehensive hearing and speech recognition test,278,278,32930,34237,25.9713964772723,113.11344249910432,37.48003957766907
99306,"Initial nursing facility visit per day, typically 45 minutes",420,423,30642,33690,125.84332665335934,322.76566264011825,160.66054396763596
95024,Test for allergy using allergenic extract injected into skin,54,54,1659,33516,6.370008277392593,18.64638503066852,8.212645076474073
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",331,331,9584,33493,1.2071567440287008,13.878836902246526,1.6790419644141992
00731,"Anesthesia for other procedure on esophagus, stomach, or upper small bowel using an endoscope",1113,1113,32837,33399,86.50380336930098,1116.8989410844474,110.26596035575112
86160,"Measurement of complement (immune system proteins), antigen,",13,13,13712,33058,11.742436449461538,61.26660040146154,11.742436449461538
86803,Hepatitis c antibody measurement,29,29,22605,32929,14.029377872068967,61.0989154337931,14.029377872068967
84520,"Urea nitrogen level to assess kidney function, quantitative",64,64,23916,32879,3.8955495511546876,19.66774446513125,3.8955495511546876
70551,Mri scan of brain without contrast,511,514,32364,32816,74.92383403135409,618.4640194827432,98.81083525779766
88312,Special stained specimen slides to identify organisms including interpretation and report,247,247,21656,32803,36.141258837311746,136.51829034116597,46.04396019080971
86376,Microsomal antibodies (autoantibody) measurement,29,29,27848,32332,14.352104208241379,57.442056552620684,14.352104208241379
76770,Complete ultrasound scan behind abdominal cavity,660,663,30981,32211,39.4442694165083,229.40020672361237,53.87486894494419
99443,"Telephone medical discussion with physician, 21-30 minutes",648,650,20978,31970,79.68962105175078,253.55040790012922,116.88831122840155
76942,Ultrasonic guidance for needle placement,779,779,24380,31691,27.976034001385113,287.5539139973633,35.527603546921696
84295,Blood sodium level,21,21,24992,31644,4.719457325280952,20.301307421866664,4.719457325280952
99220,"Initial hospital observation care per day, typically 70 minutes",883,884,30721,31247,137.0185867461086,591.4235898943891,175.0161791685294
73130,"X-ray of hand, minimum of 3 views",706,707,23635,30968,14.071039027001273,70.66802923036549,19.3640517658372
84100,Phosphate level,94,94,17538,30834,4.662724136223404,19.16088384931064,4.662724136223404
93243,Heart rhythm analysis and report of continous external ekg over more than 48 hours up to 7 days,4,4,29477,30548,121.21679615949999,388.0,153.73666718525
82248,"Bilirubin level, direct",26,26,22054,30159,4.804861496596154,18.460755034284617,4.804861496596154
J1447,"Injection, tbo-filgrastim, 1 microgram",1,1,15,29760,0.3340245296,1.9,0.4264563172
J1885,"Injection, ketorolac tromethamine, per 15 mg",241,241,6502,29726,0.4099241148186722,13.66329057727137,0.5636538123564315
88307,"Pathology examination of tissue using a microscope, moderately high complexity",297,297,18033,29583,70.78553316630976,345.9463697783603,89.32689758924242
85651,"Red blood cell sedimentation rate, to detect inflammation, non-automated",92,92,18584,29300,4.202927261544565,19.373685537972825,4.202927261544565
G2023,"Specimen collection for severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), any specimen source",36,36,9941,28711,23.146445411916666,57.79506244308334,23.146445411916666
86003,"Measurement of antibody (ige) to allergic substance, crude allergen extract, each",5,5,1264,28185,5.13055319362,19.7238718454,5.13055319362
86334,Immunologic analysis technique on serum (immunofixation),63,63,17928,28039,17.804106287079364,87.205623532873,20.027663774714284
99202,"New patient office or other outpatient visit, 15-29 minutes",772,772,27765,27769,47.950846396405446,166.10120722389507,68.21338494041191
93298,"Evaluation of cardiac rhythm monitor system, remote up to 30 days",126,126,6355,27716,19.727074876460318,86.40990565277778,26.700038641984126
76705,Limited ultrasound scan of abdomen,669,674,26403,27511,26.60762757424926,169.70491304277598,36.26740394062611
87500,"Detection test by nucleic acid for vancomycin resistance strep (vre), amplified probe technique",29,29,23040,27438,34.62915190513793,74.89622560803448,34.62915190513793
66821,Removal of recurring cataract in lens capsule using a laser,302,303,17708,27416,241.41899324348978,948.5143956660881,314.61514040125445
73610,"X-ray of ankle, minimum of 3 views",726,727,21604,27312,14.857767223611418,71.47737189676478,20.473355079349105
94729,Test to examine how well the lungs exchange gases,294,294,25797,27239,23.49328126154558,91.04334392051769,30.78702187472041
G0127,"Trimming of dystrophic nails, any number",84,84,11775,26854,11.974752752879763,45.134610677,16.52435241927976
70553,Mri scan of brain before and after contrast,411,415,25334,26790,124.18209154224579,1044.7670507093494,162.37422885242168
64483,"Injection of anesthetic and/or steroid drug into sacral spine nerve root using imaging guidance, single level",272,273,17596,26733,178.6758367522784,1524.4247739209156,230.9444785413187
92567,Test to assess middle ear function,257,257,25366,26664,11.579253502844358,49.74287085329572,16.302354968922177
94010,Test to measure expiratory airflow and volume,285,287,20718,26608,14.77838052683519,80.02790189877003,19.817906078410104
20611,Aspiration and/or injection of fluid large joint using ultrasound guidance,264,264,15213,26432,75.71940528811363,394.23498652446966,100.22710120025758
99439,"Chronic care management services for two or more chronic conditions, additional 20 minutes of clinical staff time directed by health care professional, per calendar month",183,183,8002,26429,35.033434123584705,85.02943918011475,45.3576587861694
99305,"Initial nursing facility visit per day, typically 35 minutes",353,354,24371,26415,97.29648875955367,257.534408270339,124.66222873207627
76536,Ultrasound scan of head and neck soft tissue,524,528,25057,26289,43.493968650787885,211.21160879583522,61.26588986496212
83880,Natriuretic peptide (heart and blood vessel protein) level,68,68,18447,26286,38.7362548609853,114.09941963589706,38.7362548609853
J1437,"Injection, ferric derisomaltose, 10 mg",9,9,217,26200,18.361823696000002,68.37751226555555,23.024504262
Q4197,"Puraply xt, per square centimeter",6,6,153,26150,211.26165772666664,510.887290985,264.8299276783333
93018,Exercise or drug-induced heart stress test with electrocardiogram (ecg) with review by physician,417,418,25771,26018,10.977137489444738,79.91631204378469,14.413936030038277
G0279,"Diagnostic digital breast tomosynthesis, unilateral or bilateral (list separately in addition to 77065 or 77066)",325,327,25006,25886,25.83497039573089,132.50118508596637,35.231996160198776
99221,"Initial hospital inpatient care per day, typically 30 minutes",904,904,24444,25319,77.47476338767146,287.4126490691261,98.88186376281747
G2067,"Medication assisted treatment, methadone; weekly bundle including dispensing and/or administration, substance use counseling, individual and group therapy, and toxicology testing, if performed (provision of the services by a medicare-enrolled opioid treatm",28,28,921,25210,210.7886138525,228.632526395,215.31017199250002
90785,Psychiatric services complicated by communication factor,42,42,2980,25155,9.374703962395238,48.47371311916667,12.524440777230954
52000,Diagnostic exam of bladder and urethra using an endoscope,281,283,21607,25144,151.74772789031448,658.386102181152,201.0183963644664
J9041,"Injection, bortezomib (velcade), 0.1 mg",16,16,249,25059,28.46600145558125,106.80332419368125,35.6198174606375
93793,Anticoagulant management of patient taking warfarin,136,136,5930,24999,7.520834501781618,34.22483226510294,10.949001611022794
